,Ast,End,Mic,Neu,Oli
Bulk 0,0.03056260701891824,0.21765579598784038,0.08254253788127175,0.37688115279068324,0.2923579063212865
Bulk 1,0.048846407774216116,0.21364819794619289,0.18629989042105452,0.35941045561124285,0.19179504824729354
Bulk 2,0.4358682179286184,0.0,0.14470523578059663,0.3848139452870038,0.0346126010037811
Bulk 3,0.0,0.20037773979407547,0.20885594554103182,0.3873641776531753,0.2034021370117174
Bulk 4,0.39360934509041445,0.10884444014354425,0.04828479948082221,0.27286810705715414,0.1763933082280649
Bulk 5,0.061256966416486924,0.24272205850711986,0.0655679840624164,0.3661764475236885,0.2642765434902884
Bulk 6,0.3618269627233065,0.1381988246557441,0.11176711951289867,0.22921290777320397,0.15899418533484666
Bulk 7,0.5223952202458666,0.013459319620815634,0.0,0.2551326708647772,0.20901278926854047
Bulk 8,0.503398346434958,0.02645259061085412,0.11829980426519479,0.3518492586889932,0.0
Bulk 9,0.7679793307366036,0.0,0.0,0.0,0.2320206692633964
Bulk 10,0.12296406817674163,0.19560063734014418,0.042893633041561276,0.47816675343630904,0.1603749080052439
Bulk 11,0.16558313386782153,0.25398333067866363,0.0,0.22457615224505648,0.3558573832084582
Bulk 12,0.17415525918117114,0.1599765231938153,0.15544358387522447,0.3316250234809147,0.17879961026887436
Bulk 13,0.11913335549514219,0.20848583246361457,0.08009247519148302,0.3006657682777729,0.2916225685719872
Bulk 14,0.5749012336531868,0.06389743545553812,0.05628313879598538,0.06453460115786648,0.2403835909374232
Bulk 15,0.3773221735863302,0.12654053389765169,0.1557492183038267,0.27598521108398244,0.06440286312820888
Bulk 16,0.40133375305555896,0.04544768073284565,0.0,0.3850384228472656,0.16818014336432982
Bulk 17,0.6555297404594647,0.04219977025680182,0.0,0.16371822099188948,0.13855226829184408
Bulk 18,0.45132180661549587,0.13868650365702195,0.03727270257817729,0.2801328295743334,0.09258615757497134
Bulk 19,0.009341795158458937,0.22463466468105941,0.11112901713311654,0.4093345630962444,0.24555995993112067
Bulk 20,0.1664534466773462,0.2690873935700749,0.0621934996088388,0.28461750217195336,0.21764815797178677
Bulk 21,0.22064249094212382,0.18068106973488388,0.1393785658268571,0.29885829151984683,0.16043958197628835
Bulk 22,0.0,0.22709873007810064,0.0787207429218675,0.44860227403051134,0.24557825296952043
Bulk 23,0.18552423050768665,0.08067589063447594,0.05599835449319892,0.4395503034056129,0.2382512209590256
Bulk 24,0.31305580154811097,0.18816508159408818,0.08184811891445623,0.1788498518144667,0.23808114612887799
Bulk 25,0.14206692647213917,0.19104341867556945,0.08780239284361947,0.3590747865446407,0.2200124754640311
Bulk 26,0.556789238633844,0.0,0.0,0.3083977636237475,0.13481299774240857
Bulk 27,0.587500497950051,0.0,0.0,0.3059176062133516,0.10658189583659732
Bulk 28,0.19509283644279235,0.2495514421515318,0.005570762976720601,0.30718821564345083,0.2425967427855045
Bulk 29,0.30006650941008023,0.19655736001221794,0.0,0.319232246782245,0.18414388379545682
Bulk 30,0.20951248574325812,0.07029870038849063,0.27729068957885483,0.30730092557320077,0.1355971987161956
Bulk 31,0.2307580575656017,0.22499151928547856,0.10383933433939142,0.14213544469263462,0.2982756441168939
Bulk 32,0.19171087260643022,0.11923838054530886,0.08640053797180774,0.31963734438672364,0.28301286448972957
Bulk 33,0.0,0.20001925625762523,0.11080857931073698,0.4772065149931932,0.21196564943844456
Bulk 34,0.07504831845464766,0.24783905754605348,0.16527297654670772,0.32130458438166304,0.19053506307092807
Bulk 35,0.6280258272934103,0.037277488401120946,0.0,0.009082326735351736,0.3256143575701171
Bulk 36,0.23830789289055254,0.12257926305370775,0.29315018057432407,0.20009524753363844,0.14586741594777722
Bulk 37,0.33197936834317493,0.17384652221026062,0.12704961808915194,0.14697414306781192,0.22015034828960064
Bulk 38,0.2641235016206056,0.2330500965857018,0.09654807466597916,0.14928542430136282,0.25699290282635073
Bulk 39,0.03875331195634404,0.2683284013430763,0.06325299319236169,0.3139223018151601,0.3157429916930579
Bulk 40,0.4009902752160651,0.08726006216930753,0.0,0.3427940712503324,0.1689555913642949
Bulk 41,0.5239685197204796,0.11371040163770747,0.0,0.2573186411182152,0.10500243752359785
Bulk 42,0.2871259554764679,0.1395923123672136,0.14009395960074073,0.267138017897251,0.16604975465832683
Bulk 43,0.2222386710785932,0.20058519299950778,0.04607630329402234,0.2950178686069859,0.2360819640208907
Bulk 44,0.3867701740391504,0.07051333162020425,0.0,0.4435243371233419,0.09919215721730354
Bulk 45,0.993164493240845,0.0,0.0,0.0,0.006835506759155033
Bulk 46,0.4222913593943508,0.16272207915595935,0.0,0.26344283426040316,0.15154372718928663
Bulk 47,0.22260640425387604,0.08468845546469449,0.11679651076170393,0.35619488567738933,0.21971374384233638
Bulk 48,0.49954554901605885,0.14303235816239812,0.12295569496591889,0.06740374350417332,0.1670626543514508
Bulk 49,0.03657210510136786,0.15579260212633336,0.07354226788712358,0.5477929044989756,0.1863001203861996
Bulk 50,0.5881333262828674,0.0,0.0,0.31948683638023545,0.09237983733689725
Bulk 51,0.2600559379295212,0.08113699414509926,0.01362731045444212,0.3727831873075236,0.27239657016341384
Bulk 52,0.24893842799438992,0.1044946926572577,0.31772779702105686,0.19963011046857654,0.12920897185871896
Bulk 53,0.12305060138472221,0.25275427351770635,0.06150988882142879,0.2912265143439508,0.2714587219321918
Bulk 54,0.22504946053974792,0.19990669896248425,0.07785272103984288,0.2772519575615028,0.21993916189642215
Bulk 55,0.14193497183535303,0.1714860183376077,0.0,0.3846138604349348,0.3019651493921045
Bulk 56,0.8395314415614743,0.0,0.0,0.16046855843852564,0.0
Bulk 57,0.8557322186668579,0.019918828372538708,0.0,0.0,0.12434895296060344
Bulk 58,0.6065765824192167,0.10356588554939697,0.0,0.13287174903985674,0.15698578299152943
Bulk 59,0.3508844063313927,0.08343633485847196,0.0,0.4407192371282707,0.1249600216818646
Bulk 60,0.0639772178856559,0.28820047162654655,0.10213381950149962,0.23614579144291706,0.30954269954338104
Bulk 61,0.19479844470215327,0.05579590546592987,0.2080737488184164,0.466433117192149,0.07489878382135144
Bulk 62,0.06779327795512624,0.24693961726237745,0.17820749744335426,0.2901493222050267,0.21691028513411534
Bulk 63,0.28314593642779406,0.0978232686946109,0.2180161334029292,0.1982640884649807,0.20275057300968508
Bulk 64,0.30855704893727576,0.03756891610902683,0.20412436829383448,0.355651583125291,0.09409808353457193
Bulk 65,0.3636413024530833,0.06986071970657234,0.0781105516757205,0.37121251090964624,0.11717491525497764
Bulk 66,0.36727254446138885,0.15327573957609772,0.1317977705482469,0.19612181005087537,0.15153213536339122
Bulk 67,0.18596355953062543,0.1892519542625699,0.02472489031179873,0.22551052661309412,0.37454906928191184
Bulk 68,0.309684625779432,0.17975022176880917,0.0,0.3559301124014172,0.15463504005034157
Bulk 69,0.13900893205635534,0.08636461665632156,0.11935780325367325,0.46153842767310577,0.1937302203605442
Bulk 70,0.13580645306335176,0.039206060740626644,0.09940757478163408,0.675988794061695,0.0495911173526927
Bulk 71,0.3087232184965531,0.18856360041026904,0.0,0.21677630464696296,0.285936876446215
Bulk 72,0.009380270213091069,0.17872840026748255,0.028425873866206198,0.48323857654970187,0.30022687910351836
Bulk 73,0.47900544729279787,0.09484465686143621,0.0,0.24197405010822157,0.18417584573754428
Bulk 74,0.4107314210630167,0.0,0.2743007285116959,0.2658883528840153,0.049079497541272055
Bulk 75,0.47720273671554314,0.09339635931845984,0.0,0.3474447800326023,0.08195612393339478
Bulk 76,0.09431554451764432,0.1702298003177113,0.035870904538636776,0.413742875445362,0.28584087518064566
Bulk 77,0.4933365909045775,0.15022593622311783,0.0,0.13001942221102908,0.22641805066127554
Bulk 78,0.5446345619354482,0.04583143269755708,0.177518054137852,0.16978071809538947,0.062235233133753225
Bulk 79,0.3265539640861969,0.14455577678399026,0.0,0.2944681355850229,0.23442212354478992
Bulk 80,0.35814406695195944,0.23394758903142268,0.09114244126184153,0.16544487754154585,0.15132102521323057
Bulk 81,0.5422486933561413,0.11000124466911176,0.0,0.19087789879840458,0.1568721631763424
Bulk 82,0.7608085923762102,0.04121742171109446,0.0,0.0,0.19797398591269513
Bulk 83,0.08451839748435404,0.20232365001194108,0.19676162574037742,0.2614105218641704,0.254985804899157
Bulk 84,0.23676098560843004,0.12541580617547063,0.0,0.41750689220672377,0.2203163160093756
Bulk 85,0.1663780503069756,0.05363412379937905,0.10546858528414677,0.5109783031602795,0.16354093744921902
Bulk 86,0.13109940927764827,0.20379529583605016,0.0,0.33461745819683947,0.3304878366894621
Bulk 87,0.3515835085745657,0.15668076499411632,0.09784376482336388,0.3374149127649861,0.05647704884296803
Bulk 88,0.16902790643759788,0.19638583060633494,0.05578408112112571,0.3310510839776725,0.24775109785726898
Bulk 89,0.1518656008975831,0.10366999310060158,0.10068342044890254,0.4260903666863025,0.2176906188666103
Bulk 90,0.32026264702619317,0.1278396681337419,0.0,0.32605053733748607,0.22584714750257887
Bulk 91,0.4524055348194372,0.15702722211301956,0.0,0.09522601282965824,0.2953412302378851
Bulk 92,0.4591180810599669,0.024046760568256092,0.08121882714005978,0.2613647308665257,0.17425160036519155
Bulk 93,0.15027491094253997,0.1925495006204286,0.14833069200162233,0.380970481751339,0.1278744146840701
Bulk 94,0.16726810953533103,0.21739061207161378,0.0,0.363729250653078,0.25161202773997726
Bulk 95,0.21057560317224105,0.15260473680620756,0.10949901599598214,0.3781415963653719,0.14917904766019724
Bulk 96,0.7582647723597538,0.056571415505259764,0.014790547806674879,0.0,0.17037326432831168
Bulk 97,0.2753084321598435,0.14665023454478657,0.21610260144963864,0.20462213114477645,0.1573166007009549
Bulk 98,0.4121965319983254,0.0,0.2244330567179107,0.36337041128376396,0.0
Bulk 99,0.6878178728178679,0.0,0.19438326501709166,0.11779886216504044,0.0
Bulk 100,0.0,0.21567642910252383,0.10288205221444767,0.4082893986963344,0.27315211998669403
Bulk 101,0.34114327454356297,0.13600114037012304,0.14997382038538531,0.19375064333946398,0.17913112136146472
Bulk 102,0.21668708773651588,0.13954591514960127,0.0493935853350091,0.35985687924723997,0.23451653253163376
Bulk 103,0.005799135538772981,0.27245012978121763,0.055231060574147006,0.31852043265749,0.3479992414483724
Bulk 104,0.08921704603013435,0.2689183502928722,0.10491055361012422,0.270875004874579,0.26607904519229036
Bulk 105,0.32437622234050767,0.18049508784506885,0.07017830411376581,0.2075432019507198,0.21740718374993795
Bulk 106,0.2828594885381255,0.1599930776043287,0.02037940124101408,0.23521298345516434,0.3015550491613674
Bulk 107,0.1629029828176219,0.16063462372058088,0.22815040781515591,0.22818861950189556,0.2201233661447458
Bulk 108,0.19855792541305212,0.06656612111693852,0.09808204603641595,0.4371938430286165,0.19960006440497685
Bulk 109,0.29164415647940684,0.1518826455245966,0.0,0.31831074809545556,0.23816244990054106
Bulk 110,0.9744786990446778,0.0,0.025521300955322273,0.0,0.0
Bulk 111,0.7614475890141624,0.0653276786505189,0.0,0.0,0.17322473233531868
Bulk 112,0.3345180080609362,0.10652597141577574,0.11025313221989182,0.31853157971066226,0.13017130859273401
Bulk 113,0.3327614657811452,0.1999611882035705,0.0,0.2800811364759564,0.18719620953932797
Bulk 114,0.2668951585697105,0.20287925073517207,0.075350822561379,0.2732288833292495,0.18164588480448898
Bulk 115,0.4277729614083809,0.13081073392768222,0.03920901831459681,0.15680615962312874,0.24540112672621123
Bulk 116,0.35609030288672466,0.1695395155114138,0.0,0.20842657139897705,0.26594361020288443
Bulk 117,0.16814259360555286,0.2375002357389865,0.0,0.25567465423884544,0.33868251641661523
Bulk 118,0.3052873734330638,0.1175671452512275,0.13835135843675817,0.3871615585187562,0.051632564360194366
Bulk 119,0.29256494827198287,0.2219099706237626,0.02577218995442823,0.26200049400222947,0.19775239714759685
Bulk 120,0.2808676203895981,0.21796195747570304,0.0,0.22116215854830154,0.28000826358639724
Bulk 121,0.18112872138148142,0.2620726964486106,0.0,0.26372804141591866,0.2930705407539893
Bulk 122,0.7822873453955785,0.03622851807483965,0.0,0.0,0.18148413652958179
Bulk 123,0.34560098504106157,0.16340002498085615,0.0,0.32260857394875614,0.16839041602932606
Bulk 124,0.42612384860680497,0.11008958464782675,0.0,0.23945636679079169,0.22433019995457668
Bulk 125,0.5115101275513266,0.09039227230688558,0.13574933147330087,0.11911287755091665,0.1432353911175703
Bulk 126,0.1378317606645659,0.09798483419987401,0.13998750975940608,0.36242296931081447,0.2617729260653396
Bulk 127,0.16655822168219173,0.23547478594971744,0.10425554768643205,0.1686113003043531,0.3251001443773058
Bulk 128,0.1206380653133293,0.20982643343444515,0.09853492510262875,0.32553598804586725,0.24546458810372956
Bulk 129,0.5242445461324222,0.12456305509347035,0.0,0.028298657535448773,0.3228937412386587
Bulk 130,0.3464352936509094,0.0976905087516831,0.1899485564484951,0.15430799129681894,0.21161764985209328
Bulk 131,0.3295488813093177,0.0,0.4158208998716297,0.23230076630839655,0.02232945251065596
Bulk 132,0.18522790461552133,0.19252348632482033,0.20995302488958373,0.18363999573250214,0.22865558843757255
Bulk 133,0.7907721425986388,0.0,0.0,0.0,0.20922785740136116
Bulk 134,0.3583543013382521,0.12982083025920008,0.07332539278000054,0.21552281553612573,0.22297666008642156
Bulk 135,0.2953822881333433,0.1229166056991058,0.0,0.31337139529122043,0.26832971087633045
Bulk 136,0.17252359094698083,0.18532914470307515,0.1409515484766987,0.3179915239649996,0.1832041919082457
Bulk 137,0.3367113472585019,0.23159270784007108,0.0,0.2342976625976006,0.19739828230382636
Bulk 138,0.21563856212947238,0.16336982392949415,0.09689161933417989,0.2871097336159861,0.23699026099086745
Bulk 139,0.7189289700914664,0.012151847317592293,0.0,0.10383518408780333,0.16508399850313785
Bulk 140,0.6405736497486367,0.03309023462126172,0.08431900204458838,0.15943604422737165,0.08258106935814152
Bulk 141,0.3179700104120461,0.10618803443967925,0.02942917780118536,0.4563268746619841,0.09008590268510512
Bulk 142,0.5710269326423898,0.0,0.2722840597374078,0.028071742678351334,0.12861726494185102
Bulk 143,0.6180162520880675,0.0,0.08456392836188446,0.24584609195774007,0.0515737275923078
Bulk 144,0.13652511495992864,0.19716071767389012,0.14879623111064053,0.20272163736757035,0.3147962988879703
Bulk 145,0.37132710814149256,0.1576988106909968,0.22729595538685554,0.08092911525670772,0.1627490105239474
Bulk 146,0.1430526277043884,0.1595342256236563,0.19250834010710527,0.3185688056214012,0.18633600094344865
Bulk 147,0.07548956343520286,0.1886666098922735,0.10544866481258532,0.38500020041548794,0.2453949614444505
Bulk 148,0.43559596553645,0.06187210560898055,0.11894391135554692,0.1736321975964161,0.20995581990260637
Bulk 149,0.15850930566674032,0.18082625705166228,0.0,0.28768301764612114,0.37298141963547626
Bulk 150,0.19477160950602365,0.0,0.22593207017322847,0.5792963203207477,0.0
Bulk 151,0.1641976171801988,0.21936226562030528,0.06967669518992546,0.2904274404609472,0.2563359815486233
Bulk 152,0.44980059704713615,0.23945363634408048,0.0,0.020047125736499423,0.290698640872284
Bulk 153,0.3260535262775843,0.22069755765094032,0.0,0.16804574489355995,0.28520317117791555
Bulk 154,0.5684642765571407,0.0,0.0,0.3050898711797166,0.12644585226314284
Bulk 155,0.28018253196149645,0.0451969496045295,0.08490567058484359,0.3734056283453944,0.21630921950373613
Bulk 156,0.3422721660027425,0.12518499958107537,0.07608515048732788,0.35495992014105654,0.10149776378779761
Bulk 157,0.33179010558132027,0.09793065335384306,0.0,0.22033625618349492,0.3499429848813418
Bulk 158,0.23355858927990655,0.1508213883818594,0.1066569707209235,0.25036188034635887,0.2586011712709516
Bulk 159,0.4628349055299043,0.0,0.18024758974131153,0.2649277511223258,0.0919897536064583
Bulk 160,0.6259255605007756,0.10756229070376126,0.0,0.06038840568622496,0.20612374310923823
Bulk 161,0.2423562452087957,0.07755984194232676,0.29491857196089055,0.29876102708024815,0.08640431380773883
Bulk 162,0.3521869713973451,0.06637304209638664,0.10525585659660444,0.38162221922844664,0.09456191068121726
Bulk 163,0.3217197474696948,0.11832018844670912,0.12213177294070322,0.31161365121566836,0.12621463992722448
Bulk 164,0.30423853453700445,0.18667473561693432,0.0,0.27542020838867226,0.23366652145738906
Bulk 165,0.18363461544972562,0.101971606879007,0.14728250568522927,0.4060351966049195,0.16107607538111868
Bulk 166,0.7723285628090548,0.0,0.0,0.0969361749567627,0.13073526223418255
Bulk 167,0.31212183490861056,0.13606508901757067,0.13385758630751515,0.20053871716568467,0.21741677260061895
Bulk 168,0.0222801740230133,0.21174185409117666,0.04227172051197439,0.40529489290145293,0.3184113584723827
Bulk 169,0.44780860843232667,0.20259696166318733,0.0,0.12852403735965687,0.22107039254482913
Bulk 170,0.35696439187758655,0.14276944558521582,0.16404269366859509,0.0,0.3362234688686026
Bulk 171,0.37674705975426676,0.04164412276539364,0.07326605288983463,0.37752441565270806,0.13081834893779687
Bulk 172,0.1505845247684183,0.203526750342706,0.07934845824852607,0.22619775216509172,0.3403425144752579
Bulk 173,0.5798724762914836,0.11812928158096615,0.0,0.0,0.3019982421275502
Bulk 174,0.640589512419968,0.06904347252857877,0.0,0.10751733063047465,0.18284968442097868
Bulk 175,0.20304905710469168,0.12678310583557126,0.2762182579405244,0.2762912479316223,0.11765833118759035
Bulk 176,0.8365783906365328,0.0,0.0,0.16342160936346722,0.0
Bulk 177,0.0992137157006327,0.22236928394803976,0.09962877526442333,0.3217925512811324,0.25699567380577176
Bulk 178,0.22245451913928602,0.16438993394131352,0.2000690195396732,0.3726102577136282,0.040476269666098935
Bulk 179,0.3357614025757303,0.19197347491808744,0.1032625113787031,0.19307174320491105,0.17593086792256815
Bulk 180,0.35461352691701975,0.0,0.16727906419296568,0.4751561355136848,0.0029512733763297043
Bulk 181,0.3707386474685755,0.08793784991110433,0.0,0.25720318884200166,0.2841203137783184
Bulk 182,0.24289302871797994,0.12955790918548707,0.08752709006556521,0.3186543104885339,0.22136766154243398
Bulk 183,0.41785831283902264,0.13499061318358468,0.0,0.14052597519803953,0.3066250987793531
Bulk 184,0.17294667817450163,0.13793951069758512,0.19359087944562686,0.27005899425421664,0.22546393742806975
Bulk 185,0.26155100737440884,0.08268770441159948,0.11794844166811562,0.32740646808737167,0.2104063784585044
Bulk 186,0.4157415457168702,0.14697814238376983,0.02529419920749282,0.18491401716410935,0.22707209552775764
Bulk 187,0.3621189898887566,0.13340548018030798,0.09012765493130352,0.17661758991006118,0.2377302850895707
Bulk 188,0.2189538112411929,0.11715959014830196,0.17913854050871214,0.411764151473726,0.07298390662806699
Bulk 189,0.6407620015796113,0.021285728895944718,0.1284096953852965,0.06545595998225019,0.1440866141568974
Bulk 190,0.41893442929162383,0.20636225771076924,0.06611668316894018,0.0818771422787807,0.22670948754988612
Bulk 191,0.3686587035518713,0.17813410091172227,0.10696872033604188,0.08072772520065088,0.26551074999971364
Bulk 192,0.4868561188938191,0.05491406538779555,0.042474781666163794,0.2801271313419624,0.13562790271025904
Bulk 193,0.8255020068779773,0.03662444133440721,0.0,0.036772568302494965,0.10110098348512059
Bulk 194,0.5602599878306815,0.0822345245328393,0.06260863673040477,0.042888230018654105,0.2520086208874204
Bulk 195,0.4264740314113612,0.03895887495114246,0.0,0.10214567866179025,0.43242141497570613
Bulk 196,0.3894087996777433,0.13258483958656647,0.05996166250704781,0.14393150011736386,0.2741131981112786
Bulk 197,0.3079945754413288,0.14451560464557922,0.05263893875403822,0.27330947990756255,0.22154140125149133
Bulk 198,0.4737639924312913,0.10838874287497141,0.22845694236025366,0.08104998498364958,0.10834033734983406
Bulk 199,0.4388883835298304,0.09817302784962499,0.03321730272477522,0.20318007632037174,0.22654120957539772
Bulk 200,0.2280735310827839,0.15212493838634622,0.1726427045307171,0.27735064440223806,0.16980818159791475
