,Ast,End,Mic,Neu,Oli
Bulk 0,0.2764735072593755,0.1056610998530536,0.0866115823399527,0.49057972406258826,0.04067408648502991
Bulk 1,0.5213759679935649,0.10002095297967528,0.0,0.11164019201644945,0.26696288701031046
Bulk 2,0.18637460631026237,0.17538983986360646,0.023248522899404805,0.3513515489667578,0.26363548195996866
Bulk 3,0.09266625131202201,0.1959263136471358,0.12758900044417493,0.27712708704542194,0.3066913475512454
Bulk 4,0.36318803212661055,0.13400766468071912,0.15831744364376013,0.14402559844354468,0.20046126110536536
Bulk 5,0.0898256531610319,0.2529698921031587,0.016368648086664758,0.43822734099933325,0.20260846564981133
Bulk 6,0.4049101626039186,0.14766549126645195,0.10679612430447559,0.16427972141785543,0.17634850040729846
Bulk 7,0.4174978596827652,0.09495069214394389,0.0,0.2361800150734404,0.25137143309985055
Bulk 8,0.02679588558396357,0.29200546575157965,0.12764438895520494,0.21457165891615845,0.33898260079309345
Bulk 9,0.2788849670675131,0.21738233360415196,0.16636602009604698,0.06733802539137994,0.2700286538409079
Bulk 10,0.18047161969648692,0.17138813883529144,0.05022909946398117,0.43421704381285,0.1636940981913904
Bulk 11,0.09101295093680993,0.18859250441058276,0.10953563318201359,0.3308747961047926,0.2799841153658012
Bulk 12,0.37620460784423876,0.12334230625747102,0.07463832636799908,0.20551060654747433,0.22030415298281672
Bulk 13,0.048181717160841256,0.2125623170382476,0.0400240216593015,0.37623155061126135,0.32300039353034826
Bulk 14,0.679943339470269,0.032127882165872874,0.0,0.16054760291376935,0.1273811754500888
Bulk 15,0.25545056448565656,0.20734588297702372,0.06167165497596873,0.20611350863369984,0.2694183889276512
Bulk 16,0.4015557660830778,0.031790564979953244,0.17117249748645125,0.2717457406107746,0.12373543083974303
Bulk 17,0.37411028179706085,0.09318151639615621,0.16604986623279888,0.30894277719732316,0.05771555837666083
Bulk 18,0.578254112789751,0.06390438834660003,0.0,0.18611538521271737,0.17172611365093163
Bulk 19,0.11300460864618556,0.15489983482731745,0.10833660954991337,0.4809455045898028,0.1428134423867808
Bulk 20,0.02582655608217595,0.27311638817417844,0.0826582522311379,0.3446438889149134,0.2737549145975943
Bulk 21,0.10357655647153394,0.2611324759364779,0.12039875292879787,0.29259384246673714,0.2222983721964532
Bulk 22,0.2191657522045199,0.18623866721314988,0.05576028898938333,0.4358569649651121,0.10297832662783478
Bulk 23,0.11439499986406947,0.19026696777233723,0.04495951176362645,0.40229453282031286,0.248083987779654
Bulk 24,0.5028274662954229,0.06763380222272199,0.0,0.2789500959836841,0.15058863549817106
Bulk 25,0.21064426937813893,0.13791813896303476,0.019394336642243503,0.4306884157174531,0.20135483929912984
Bulk 26,0.28495553578606125,0.12359222357129263,0.09461272451987618,0.2081625632003444,0.2886769529224256
Bulk 27,0.21292566107742814,0.041844778571006505,0.24732879520297504,0.4298590285046249,0.06804173664396532
Bulk 28,0.19195142592233264,0.20044597612989606,0.07972905815464526,0.2814070205374903,0.24646651925563579
