,Ast,End,Mic,Neu,Oli
Bulk 0,0.3226344714964211,0.01566170901496004,0.08135497782054027,0.47801565477146585,0.10233318689661271
Bulk 1,0.6461461105929216,0.013176378003166334,0.0,0.12576680681123933,0.21491070459267292
Bulk 2,0.296048257284925,0.09357055613541826,0.0998309685879421,0.35044898018666065,0.1601012378050539
Bulk 3,0.05300535445898797,0.2293440083381427,0.18521492517224378,0.3218770245183787,0.2105586875122469
Bulk 4,0.558216574284707,0.1272461190642486,0.0,0.0,0.31453730665104446
Bulk 5,0.26536872415901586,0.15414683946176083,0.0,0.3642227983957169,0.21626163798350648
Bulk 6,0.2236659082752116,0.17434556850589591,0.2442147327833155,0.20489027521755146,0.15288351521802548
Bulk 7,0.2817501081871417,0.10319368556564797,0.05246992447508513,0.39770131318427565,0.16488496858784957
Bulk 8,0.5306490318297568,0.0,0.25143548823480927,0.21791547993543403,0.0
Bulk 9,0.3892556081244215,0.18415679471729632,0.0,0.1170871330082354,0.3095004641500468
Bulk 10,0.12980766504013005,0.11972884216224115,0.15374680205832705,0.4482028435621323,0.14851384717716953
Bulk 11,0.36834866640197705,0.1869512583412306,0.024891648837901712,0.2666079244695387,0.15320050194935195
Bulk 12,0.3001554696738777,0.06700935699045005,0.12296975715875569,0.2998737840236512,0.2099916321532654
Bulk 13,0.11613920822867882,0.0,0.08789898374817959,0.6096955089527866,0.18626629907035505
Bulk 14,0.7269100398379919,0.059054887084113925,0.0,0.0,0.21403507307789432
Bulk 15,0.6899445549704122,0.0,0.0,0.15840533239487425,0.15165011263471348
Bulk 16,0.1607138840709263,0.1814957532781611,0.05581497215593099,0.3771909608051317,0.2247844296898501
Bulk 17,0.648014335584602,0.03320190212619742,0.0,0.08856817375104309,0.23021558853815752
Bulk 18,0.6329036562462803,0.002403619599149249,0.018066224379049953,0.23102834887939747,0.11559815089612296
Bulk 19,0.17825444017066758,0.0,0.07624151447866638,0.6436449770642462,0.10185906828641987
Bulk 20,0.04753212584659353,0.19188865941617886,0.17392002230485543,0.33717419913813024,0.2494849932942419
Bulk 21,0.09036120323394872,0.2317589532188488,0.0,0.2967187921720264,0.3811610513751761
Bulk 22,0.10490873535936955,0.13892046459357676,0.049828389125800975,0.5433721785730665,0.1629702323481862
Bulk 23,0.1700224033761155,0.18704970461753334,0.06603552890981854,0.3354667718747844,0.2414255912217482
Bulk 24,0.4939729126132106,0.08236909248624423,0.05739078848886484,0.19482753428233365,0.17143967212934672
Bulk 25,0.14804646497694504,0.2285265774507606,0.003874770797514998,0.3492455004797206,0.2703066862950588
Bulk 26,0.31857117795014533,0.0,0.11364395663462709,0.4122363070023712,0.15554855841285647
Bulk 27,0.5008329702091472,0.12409526395731861,0.0,0.14697225873586142,0.22809950709767277
Bulk 28,0.10697133583904518,0.12596628920489358,0.09144188364989994,0.3771104495333033,0.29851004177285806
Bulk 29,0.35455495530168046,0.20668389020703085,0.0,0.03576305558088495,0.4029980989104037
Bulk 30,0.5830232398259013,0.0,0.0,0.34392580719392546,0.07305095298017318
Bulk 31,0.42507153145115745,0.11319770725696375,0.0,0.25377985195880937,0.20795090933306937
Bulk 32,0.3483589416988856,0.04554226215699405,0.28101067874277846,0.29733417796197387,0.027753939439367995
Bulk 33,0.030313040197149813,0.24297748034468525,0.06798420648781375,0.3551646081075024,0.3035606648628487
Bulk 34,0.21115454292990396,0.1880809111451799,0.0,0.28606658625512643,0.31469795966978975
Bulk 35,0.7133388007807614,0.00930706723368347,0.0,0.15580906313472936,0.12154506885082583
Bulk 36,0.271376135133447,0.14197300420744993,0.02518282729782941,0.2997733552808461,0.26169467808042746
Bulk 37,0.45356333424093515,0.14852029869846092,0.0,0.19566460202547464,0.20225176503512937
Bulk 38,0.4869725840072574,0.10539392276170126,0.0,0.1514033481208803,0.2562301451101609
Bulk 39,0.0001673864663249348,0.14550273440403963,0.19955175309149828,0.5106974032269154,0.1440807228112218
Bulk 40,0.17408294707830174,0.23724625752000142,0.0,0.40807942216738324,0.18059137323431368
Bulk 41,0.46096121139087726,0.0927899707187994,0.028575105310414416,0.29049087460876705,0.12718283797114174
Bulk 42,0.2871503535289467,0.1964424880508339,0.10647447136875494,0.16621076916415353,0.24372191788731104
Bulk 43,0.3704491051681237,0.0,0.16649435247948172,0.46305654235239474,0.0
Bulk 44,0.0011157197640614396,0.2506446560703682,0.16322540406428127,0.3348465352666022,0.2501676848346869
Bulk 45,0.4837609028012707,0.0,0.2803577619503866,0.23588133524834268,0.0
Bulk 46,0.3417076058797534,0.14971153111652874,0.132617914682159,0.22307760416971084,0.152885344151848
Bulk 47,0.26971321225921613,0.14455351046033824,0.0,0.3678999643556052,0.21783331292484048
Bulk 48,0.565634540680848,0.0420454611022311,0.0,0.18520742959646078,0.2071125686204602
Bulk 49,0.06712066126431188,0.20431433236684854,0.08056614969937759,0.38403109957990295,0.263967757089559
Bulk 50,0.4438892348854074,0.04009213250486924,0.05935113010242807,0.40054806745021065,0.05611943505708477
Bulk 51,0.23328865240115335,0.18822844586469986,0.038419573558479074,0.26425840418011837,0.27580492399554934
Bulk 52,0.09091805068698981,0.19068535124661343,0.03711090867062141,0.37614761360002724,0.3051380757957481
Bulk 53,0.09225481378498183,0.2156037747258925,0.06691777977974377,0.34808559507844394,0.27713803663093795
Bulk 54,0.6941688952203576,0.03900306605339655,0.0,0.2668280387262458,0.0
Bulk 55,0.07768698376516353,0.19893791798560512,0.07755846899859861,0.22014616362747388,0.42567046562315874
Bulk 56,0.43258222491632486,0.16408820402750013,0.0,0.17157201271935013,0.23175755833682485
Bulk 57,0.3916496976892052,0.15514189899656539,0.12702142338461853,0.11061789497681838,0.21556908495279242
Bulk 58,0.452356730352577,0.13857186299101046,0.16780537946616378,0.023784940887089632,0.21748108630315913
