,Ast,End,Mic,Neu,Oli
Bulk 0,0.0,0.0,0.0,0.7948323495499713,0.2051676504500286
Bulk 1,0.08196546967899394,0.6595335032331936,0.0,0.2585010270878124,0.0
Bulk 2,0.0,0.4420972802520075,0.036662096537428024,0.12250611376851171,0.39873450944205285
Bulk 3,0.21236096195018314,0.07007200827978383,0.6373535619974832,0.08021346777254988,0.0
Bulk 4,0.0,0.582898725271605,0.0,0.0,0.417101274728395
Bulk 5,0.0,0.3558754013976952,0.022891014688075743,0.621233583914229,0.0
Bulk 6,0.0,0.01656425319546406,0.0,0.09614977048109596,0.8872859763234399
Bulk 7,0.6662276186288484,0.0,0.002248061084680027,0.3315243202864715,0.0
Bulk 8,0.2582848402169652,0.2943384776410343,0.10692189262733437,0.2936076218348913,0.04684716767977493
Bulk 9,0.0,0.22925577264665029,0.0,0.1472058874143929,0.6235383399389568
Bulk 10,0.0,0.3967020587676948,0.0,0.6032979412323052,0.0
Bulk 11,0.0,0.03821693108798561,0.0503970561365621,0.9113860127754523,0.0
Bulk 12,0.03327272112402011,0.0013490591151289694,0.052596894744335904,0.8773025511932356,0.03547877382327929
Bulk 13,0.6001722403936711,0.0,0.0,0.2719931910814771,0.12783456852485178
Bulk 14,0.1384953827962473,0.526218109047163,0.0,0.3352865081565896,0.0
Bulk 15,0.0,0.052795979989404954,0.006443961920242574,0.9407600580903525,0.0
Bulk 16,0.24613554726678544,0.0,0.0,0.0,0.7538644527332146
Bulk 17,0.0,0.13025208790460313,0.0,0.22522060786875606,0.6445273042266408
Bulk 18,1.0,0.0,0.0,0.0,0.0
Bulk 19,0.0,0.5333424969414524,0.0,0.01678025486878163,0.44987724818976604
Bulk 20,0.3348355101837783,0.07470390942192229,0.0,0.0,0.5904605803942996
Bulk 21,0.0,0.0,0.023136729309224734,0.9640212748114952,0.01284199587928004
Bulk 22,0.0,0.0912867230414595,0.17193010471212436,0.6890793144131226,0.04770385783329341
Bulk 23,0.21316468320244833,0.0,0.0,0.0,0.7868353167975516
Bulk 24,0.0,0.0,0.03138671392361554,0.9686132860763845,0.0
Bulk 25,0.0,0.0,0.0,1.0,0.0
Bulk 26,0.0,0.3405673060996618,0.0,0.6587086348740888,0.000724059026249438
Bulk 27,0.5737559004472397,0.42624409955276027,0.0,0.0,0.0
Bulk 28,0.2397396411031043,0.5909930590687075,0.16926729982818817,0.0,0.0
Bulk 29,0.7312080622200998,0.0,0.12352638242269168,0.14526555535720861,0.0
Bulk 30,0.5352037546324778,0.16919574182657687,0.007814053809665966,0.0223721771123607,0.26541427261891865
Bulk 31,0.19923753795151114,0.3421085549906183,0.1991962538369383,0.1988874385456119,0.0605702146753204
