,Ast,End,Mic,Neu,Oli
Bulk 0,0.24543727142649083,0.0,0.0,0.0,0.7545627285735091
Bulk 1,0.02105647875371588,0.7861771132863188,0.0,0.01362308231956328,0.17914332564040203
Bulk 2,0.0,0.049091151787023425,0.0,0.7575025890536623,0.19340625915931425
Bulk 3,0.0,0.0,0.023862162145228627,0.9761378378547714,0.0
Bulk 4,0.2728994996017552,0.0,0.7271005003982447,0.0,0.0
Bulk 5,0.0,0.15919752303141738,0.0,0.26814275214806327,0.5726597248205194
Bulk 6,0.0,0.07429136572370568,0.012535910152176977,0.0,0.9131727241241174
Bulk 7,0.2865550397892803,0.2591510391102032,0.0,0.0,0.4542939211005165
Bulk 8,0.007062531496261112,0.0,0.47516410643041934,0.1024532768639476,0.41532008520937197
Bulk 9,0.0,0.9610580007371324,0.0,0.026439183847269326,0.012502815415598152
Bulk 10,0.027883011594739555,0.4576477504292221,0.2687851779525374,0.0,0.2456840600235009
Bulk 11,0.0,0.0662969843933298,0.0,0.4601761005118546,0.47352691509481554
Bulk 12,0.17399484685178893,0.0,0.0,0.826005153148211,0.0
Bulk 13,0.007521068516870825,0.009470623122708199,0.03384939305198935,0.8134817393296915,0.13567717597874007
Bulk 14,0.0,0.09898603115475295,0.0,0.8945533186881565,0.006460650157090553
Bulk 15,0.0,0.0,0.0,0.0,1.0
Bulk 16,0.0,0.0,0.25032181949941024,0.595460930949331,0.15421724955125882
Bulk 17,0.8827040012130587,0.0,0.0,0.08129686343755003,0.03599913534939124
Bulk 18,0.31052077296688624,0.0,0.0,0.0,0.6894792270331138
Bulk 19,0.0,0.8278577837732157,0.152407496151555,0.019734720075229306,0.0
Bulk 20,0.3043568257712777,0.09930948185750706,0.5963336923712151,0.0,0.0
Bulk 21,0.298262799620855,0.41284796329624257,0.14124919931971108,0.0,0.14764003776319143
Bulk 22,0.0,0.1110349450328936,0.057434181354948204,0.8315308736121582,0.0
Bulk 23,0.0,0.0,0.04792605117888487,0.9520739488211152,0.0
Bulk 24,0.0,0.3261559721335129,0.3976781327182462,0.0655971277849496,0.21056876736329122
Bulk 25,0.5229684445793524,0.0,0.0,0.0,0.47703155542064757
Bulk 26,0.671324358449706,0.2944451926467669,0.0,0.03423044890352705,0.0
Bulk 27,0.0,0.9058146635164974,0.012548187751069419,0.010177368594612853,0.07145978013782038
Bulk 28,0.9106574096609888,0.0,0.0,0.08934259033901114,0.0
Bulk 29,0.0,0.6061936622787987,0.2050395369212819,0.12370132578515479,0.06506547501476465
Bulk 30,0.9761750467315277,0.0,0.0,0.0,0.023824953268472237
Bulk 31,0.13753377154831542,0.17055776162847014,0.0,0.6919084668232144,0.0
Bulk 32,0.0,0.7986585098964252,0.11817946187585324,0.0785194550571715,0.0046425731705500095
Bulk 33,0.0,0.0,0.5423437650014373,0.18695034481610978,0.2707058901824529
Bulk 34,0.0,0.06420166711988491,0.08754133151541689,0.0,0.8482570013646982
Bulk 35,0.9551559697434324,0.0,0.0,0.04484403025656764,0.0
Bulk 36,0.42903155198208054,0.32503475840477886,0.0,0.0,0.2459336896131406
Bulk 37,0.6233423771676085,0.2647653674275197,0.0,0.0,0.11189225540487163
Bulk 38,0.4865285648740365,0.0,0.0,0.5134714351259635,0.0
Bulk 39,0.2892280473128608,0.0,0.7107719526871392,0.0,0.0
Bulk 40,0.6193931300069033,0.04371353619381336,0.08427676988596851,0.25261656391331483,0.0
Bulk 41,0.7623289187403011,0.0,0.004918833782714395,0.23275224747698464,0.0
Bulk 42,0.0,0.0,0.14505122342676915,0.0,0.8549487765732308
Bulk 43,0.3387690229860069,0.31305471307461336,0.0,0.0,0.34817626393937967
Bulk 44,0.982139393693866,0.017860606306133987,0.0,0.0,0.0
Bulk 45,0.9611566342353013,0.0,0.03884336576469869,0.0,0.0
Bulk 46,0.2343872658297318,0.5279211300358568,0.23769160413441126,0.0,0.0
Bulk 47,0.0,0.08157236666488048,0.47132347223162147,0.0,0.447104161103498
Bulk 48,0.06897603634747944,0.010012103057229554,0.0,0.9210118605952909,0.0
Bulk 49,0.9841054615279404,0.015894538472059627,0.0,0.0,0.0
Bulk 50,0.19209991080427397,0.6298362419699439,0.0,0.17806384722578206,0.0
Bulk 51,0.8404958618150266,0.0,0.12230223791774857,0.0,0.037201900267224815
Bulk 52,0.34857001715701835,0.0,0.0,0.5661897794226174,0.08524020342036419
Bulk 53,0.0,0.7847847819476719,0.0,0.0,0.21521521805232816
Bulk 54,0.0,0.4241484755408293,0.0,0.5014734638392246,0.07437806061994613
Bulk 55,0.0,0.008604432262764505,0.08651283142320891,0.7829536523405465,0.12192908397348
Bulk 56,0.0,0.4446600645895847,0.2658461249482201,0.2894938104621953,0.0
