Mixture	Neu	Oli	Ast	Mic	End	P-value	Correlation	RMSE
X593_120522_1	0.447477404813029	0.206300521281863	0.17294675117643	0.164154789510468	0.0091205332182097	0	0.593305038155559	0.80321562366562
X162_120423_1	0.536165770712345	0.171829559216067	0.161344541277279	0.130660128794309	0	0	0.597935814298178	0.799983026829107
X164_120423_1	0.511685385698824	0.136539124770705	0.287581701168526	0.0209044673074053	0.0432893210545393	0	0.596044426877075	0.810242431234797
X458_120507_1	0.397291232553335	0.133898482077276	0.266204484036517	0.151268557638403	0.0513372436944691	0	0.73374865270929	0.680904060414152
X26_120411_1	0.452526131461486	0.126092594172183	0.214432451785438	0.203640958627843	0.00330786395304906	0	0.674107318256829	0.738003125349627
X536_120516_1	0.393505329168219	0.140791569990435	0.210024518990064	0.206060542512078	0.0496180393392046	0	0.700551181797677	0.717547721710715
X81_120417_1	0.479736185781384	0.111454532768541	0.173046076267845	0.158916340952365	0.076846864229865	0	0.662333569552099	0.754115084366135
X483_120515_1	0.636521712847809	0.135407535376862	0.127529536070013	0.0922232179716448	0.00831799773367149	0	0.498762192928644	0.865244976458082
X04_120405_1	0.622931738901562	0.100087674970517	0.176017177175557	0.0516051784024681	0.0493582305498961	0	0.594882444213005	0.801680733140282
X471_120514_1	0.421680312034333	0.174871918593297	0.119485619818732	0.275624395815305	0.00833775373833188	0	0.566452523953895	0.822625480012672
X240_120426_1	0.359900233319285	0.211162724878291	0.162944313602667	0.185966302585205	0.0800264256145516	0	0.645819557570458	0.770538929679793
X388_120503_1	0.463385521276642	0.255114525346913	0.0951540946016626	0.134579843669205	0.0517660151055776	0	0.540694370462399	0.842671772434496
X64_120417_1	0.51906416413882	0.0870262754954196	0.208256716712772	0.135301395303175	0.0503514483498128	0	0.559141661286479	0.828846183482346
X260_120426_1	0.407906727584916	0.189029391106838	0.292039775234355	0.058591116766188	0.0524329893077026	0	0.677379200661626	0.735699104938143
X221_120425_1	0.413702201185374	0.153137255313919	0.243430765571024	0.0938212970595785	0.0959084808701035	0	0.680461160615699	0.73327133616939
X511_120515_1	0.344893995492448	0.299015656339637	0.188212146425722	0.0861735580296503	0.0817046437125418	0	0.672586115739111	0.750466924257181
X451_120507_1	0.499817499336441	0.114699265869954	0.158646954722899	0.176057822668477	0.0507784574022285	0	0.594345856368342	0.80280873410971
X660_120530_1	0.571973356894305	0.208859071939519	0.141144165221065	0.0505052685760021	0.0275181373691096	0	0.539629744750956	0.839425392743596
X578_120521_1	0.380680077932376	0.146633155901139	0.184909924931558	0.236233412699752	0.0515434285351748	0	0.578943808142969	0.812912695846576
X495_120515_1	0.415657796445078	0.139513861710702	0.206421520903923	0.173242862061777	0.0651639588785197	0	0.60758320436826	0.792144599126943
X520_120515_1	0.54704773069235	0.174118607263666	0.23834783729339	0.0279881744684498	0.0124976502821441	0	0.556694687841397	0.834613884878012
X68_120417_1	0.566652130062411	0.161244741558741	0.148448712935905	0.118387506475553	0.00526690896739041	0	0.587382621910977	0.807670539255941
X125_120419_1	0.496053291058157	0.0576741882784751	0.195989133612541	0.227602679071037	0.0226807079797899	0	0.577383897524998	0.815527262531378
